id_number,name,name_english,slug,type,country_code,poster_path,total_episodes,latest_episode_sub,latest_episode_dub,airing_status,aired_from,runtime,rating_type,has_sub,has_dub,mal_score,genres,id
3354,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,inukami-the-movie-tokumei-reiteki-sousakan-karina-shirou,Movie,jp,c0/95/c09541f812f8006e053f5fae005c92e1/c09541f812f8006e053f5fae005c92e1.jpg,1.0,1.0,0,1,"Apr 21, 2007",26.0,PG-13,1,0,7.07,"Comedy,Ecchi,Magic,Romance,Supernatural",SdmkSp
3358,Lupin III: Moeyo Zantetsuken!,Lupin III: Dragon of Doom,lupin-iii-dragon-of-doom,Special,jp,fc/23/fc234e416efd84cbbd6149c1f9d4f3db/fc234e416efd84cbbd6149c1f9d4f3db.jpg,1.0,1.0,1,1,"Jul 29, 1994",90.0,R+,1,1,7.07,"Action,Adventure,Comedy,Mystery,Seinen",5x3L0c
3361,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,mikakunin-de-shinkoukei-mite-are-ga-watashitachi-no-tomatteiru-ryokan-yo,Special,jp,3f/77/3f7708f559360902b77a2d1925719e27/3f7708f559360902b77a2d1925719e27.jpg,1.0,1.0,0,1,"Mar 19, 2014",12.0,PG-13,1,0,7.07,"Comedy,Romance,Slice of Life",JQOKNR
3368,Armitage III,Armitage III,armitage-iii,OVA,jp,9f/75/9f7566b44f15f0e972833530b557834c/9f7566b44f15f0e972833530b557834c.jpg,4.0,4.0,4,1,"Feb 25, 1995",34.0,R,1,1,7.06,"Action,Adventure,Mecha,Romance,Sci-Fi,Police",mZjOfP
3355,Joker Game,Joker Game,joker-game,TV,jp,ec/14/ec14ee958253f60d03732acf06c28986/ec14ee958253f60d03732acf06c28986.jpg,12.0,12.0,12,1,"Apr 5, 2016",23.0,R,1,1,7.07,"Drama,Historical,Military",JaFEh1
3356,Keijo!!!!!!!!,Keijo!!!!!!!!,keijo,TV,jp,97/3e/973e1deefe6d523c75f27ae55d59d385/973e1deefe6d523c75f27ae55d59d385.jpg,12.0,12.0,12,1,"Oct 6, 2016",23.0,PG-13,1,1,7.07,"Action,Ecchi,Shounen,Sports",cMLhAH
3357,Kyattou Ninden Teyandee,Samurai Pizza Cats,samurai-pizza-cats,TV,jp,92/60/926044a777205751f6b2d77c8d8e5ed4/926044a777205751f6b2d77c8d8e5ed4.jpg,54.0,54.0,0,1,"Feb 1, 1990",24.0,G,1,0,7.06,"Action,Comedy,Mecha,Sci-Fi,Shounen,Super Power",nkkevT
3359,Mahoutsukai Precure!,Maho Girls Precure!,maho-girls-precure,TV,jp,9a/e6/9ae643426907546ec191eeb3076a9386/9ae643426907546ec191eeb3076a9386.jpg,50.0,50.0,2,1,"Feb 7, 2016",24.0,G,1,0,7.07,"Action,Fantasy,Magic,School,Shoujo,Slice of Life",GmHmZt
3360,Medarot,Medabots,medabots,TV,jp,3c/1c/3c1c9ec7e1779b3b5a3647ae199a80a0/3c1c9ec7e1779b3b5a3647ae199a80a0.jpg,52.0,52.0,52,1,"Jul 2, 1999",24.0,PG,0,1,7.07,"Adventure,Comedy,Sci-Fi,Shounen",cvRPg8
3369,B'T X,B'T X,bt-x,TV,jp,1a/eb/1aeb01554e8cd32f6e67e5eaceab7f53/1aeb01554e8cd32f6e67e5eaceab7f53.jpg,25.0,25.0,0,1,"Apr 6, 1996",22.0,PG-13,1,0,7.06,"Adventure,Mecha,Sci-Fi,Shounen",MDKGoa
3362,Mister Ajikko,Mr Ajikko,mr-ajikko,TV,jp,b1/38/b13804950981d65105c38edbee23674e/b13804950981d65105c38edbee23674e.jpg,99.0,99.0,0,1,"Oct 8, 1987",24.0,G,1,0,7.07,"Comedy,Shounen",T34krh
3364,Muteki Koujin Daitarn 3,Invincible Steel Man Daitarn 3,invincible-steel-man-daitarn-3,TV,jp,87/fa/87fa03c6812d0cb58327c27a00119ca6/87fa03c6812d0cb58327c27a00119ca6.jpg,40.0,40.0,0,1,"Jun 3, 1978",25.0,PG,1,0,7.07,"Mecha,Sci-Fi",ouT9Ue
3365,A3! Season Spring & Summer,A3! Season Spring & Summer,a3-season-spring-summer,TV,jp,1f/d4/1fd41f16c5848552b9a662793176d15f/1fd41f16c5848552b9a662793176d15f.jpg,12.0,12.0,12,1,"Jan 14, 2020",23.0,PG-13,1,1,7.08,"Drama,Slice of Life",hzLi50
3367,Appleseed Alpha,Appleseed Alpha,appleseed-alpha,Movie,jp,68/21/682131a7ab8d121bda2f23cebcb78976/682131a7ab8d121bda2f23cebcb78976.jpg,1.0,1.0,1,1,"Jan 17, 2015",93.0,R,1,1,7.06,"Action,Adventure,Mecha,Sci-Fi,Military,Police,Seinen",DD3d2G
3370,Baja no Studio,Baja no Studio,baja-no-studio,OVA,jp,6d/2e/6d2e6ee985452572db3b7d0790742c1a/6d2e6ee985452572db3b7d0790742c1a.jpg,1.0,1.0,0,1,"Oct 28, 2017",21.0,PG,1,0,7.05,"Fantasy,Magic",o8itps
3372,Blue Gender,Blue Gender,blue-gender,TV,jp,d6/3e/d63eb06f9331c772618c375db595992b/d63eb06f9331c772618c375db595992b.jpg,26.0,26.0,26,1,"Oct 8, 1999",23.0,R+,1,1,7.06,"Adventure,Drama,Horror,Mecha,Romance,Sci-Fi,Space,Military",r3P57f
3373,Concrete Revolutio: Choujin Gensou - The Last Song,Concrete Revolutio: Choujin Gensou - The Last Song,concrete-revolutio-choujin-gensou-the-last-song,TV,jp,f8/b9/f8b9c2cd80c1ddd0f830df08a4cc5264/f8b9c2cd80c1ddd0f830df08a4cc5264.jpg,11.0,11.0,11,1,"Apr 10, 2016",24.0,R+,1,1,7.06,"Action,Demons,Mystery,Drama,Fantasy,Sci-Fi,Super Power,Supernatural",VHpuCl
3375,Deltora Quest,Deltora Quest,deltora-quest,TV,jp,2b/d5/2bd57b2495c1cf003db053492d93d6a7/2bd57b2495c1cf003db053492d93d6a7.jpg,65.0,57.0,52,1,"Jan 6, 2007",25.0,PG,1,1,7.05,"Adventure,Fantasy,Kids",7DG5yS
3380,Great Mazinger,Great Mazinger,great-mazinger,TV,jp,75/7d/757da9c4aefb6f71b0b40b7bf541fe16/757da9c4aefb6f71b0b40b7bf541fe16.jpg,56.0,56.0,0,1,"Sep 8, 1974",25.0,PG-13,1,0,7.06,"Action,Mecha,Sci-Fi,Shounen",tN2Fgx
3391,One Piece: Mezase! Kaizoku Yakyuu Ou,One Piece: Take Aim! The Pirate Baseball King,one-piece-mezase-kaizoku-yakyuu-ou,OVA,jp,5d/09/5d09255209e6f32a295d81557416c403/5d09255209e6f32a295d81557416c403.jpg,1.0,1.0,0,1,"Mar 6, 2004",5.0,PG-13,1,0,7.06,"Comedy,Fantasy,Shounen,Sports",Y277Qd
3377,Gleipnir,Gleipnir,gleipnir,TV,jp,af/53/af53ff68b87e37e2faa4f73043cac3b1/af53ff68b87e37e2faa4f73043cac3b1.jpg,13.0,13.0,13,1,"Apr 5, 2020",23.0,R,1,1,7.06,"Action,Mystery,Ecchi,Supernatural,Seinen",INKipg
3381,Kaiketsu Zorori,Incredible Zorori,incredible-zorori,TV,jp,be/46/be4691852e75037b0e58ebb55bb40228/be4691852e75037b0e58ebb55bb40228.jpg,52.0,52.0,0,1,"Feb 1, 2004",24.0,PG,1,0,7.06,"Adventure,Comedy",qz7MQV
3383,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,kindaichi-shounen-no-jikenbo-movie-1-operazakan-aratanaru-satsujin,Movie,jp,90/c0/90c0eed62558113d2929f86e61e4dfbe/90c0eed62558113d2929f86e61e4dfbe.jpg,1.0,1.0,0,1,"Dec 14, 1996",95.0,PG-13,1,0,7.05,"Mystery,School,Shounen",nIoQSY
3384,Kokkoku,Kokkoku,kokkoku,TV,jp,96/5d/965d1832c26f70b38291964dd5ca34e6/965d1832c26f70b38291964dd5ca34e6.jpg,12.0,12.0,12,1,"Jan 8, 2018",23.0,R,1,1,7.06,"Mystery,Drama,Supernatural,Psychological,Seinen",tJ3QVu
3385,"Kono Danshi, Mahou ga Oshigoto Desu.",This Boy is a Professional Wizard,this-boy-is-a-professional-wizard,TV,jp,63/cf/63cfd889b0393efc58b34b6c4683e2de/63cfd889b0393efc58b34b6c4683e2de.jpg,4.0,4.0,0,1,"Feb 5, 2016",7.0,PG-13,1,0,7.06,"Fantasy,Magic,Shounen Ai",kpZjFp
3394,Shin Getter Robo tai Neo Getter Robo,Shin Getter Robo vs. Neo Getter Robo,shin-getter-robo-vs-neo-getter-robo,OVA,jp,6c/b2/6cb2ab8c1c1beb610f5012df87d6e49b/6cb2ab8c1c1beb610f5012df87d6e49b.jpg,4.0,4.0,0,1,"Dec 21, 2000",27.0,PG-13,1,0,7.05,"Action,Mecha,Sci-Fi,Shounen",ZaztMh
3386,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,lupin-iii-sweet-lost-night-mahou-no-lamp-wa-akumu-no-yokan,Special,jp,89/47/894780372a26fd7b81273aad0bae345c/894780372a26fd7b81273aad0bae345c.jpg,1.0,1.0,1,1,"Jul 25, 2008",91.0,PG-13,1,1,7.06,"Action,Adventure,Comedy,Mystery,Seinen",DcMY5B
3387,Maria†Holic,Maria†Holic,mariaholic,TV,jp,bb/29/bb29e95f6d90c7c6861a5f44344c23ba/bb29e95f6d90c7c6861a5f44344c23ba.jpg,12.0,12.0,12,1,"Jan 4, 2009",24.0,PG-13,1,1,7.06,"Comedy,Parody,School,Shoujo Ai",BimGsZ
3390,Neo Angelique Abyss: Second Age,Neo Angelique Abyss: Second Age,neo-angelique-abyss-second-age,TV,jp,e7/40/e74042295029a3eec924540dee79b978/e74042295029a3eec924540dee79b978.jpg,13.0,13.0,0,1,"Jul 7, 2008",25.0,PG-13,1,0,7.06,"Adventure,Fantasy,Shoujo,Harem",Jv1lSG
3393,Roujin Z,Roujin Z,roujin-z,Movie,jp,25/e7/25e7596b57e9890f69291fa13fde189c/25e7596b57e9890f69291fa13fde189c.jpg,1.0,1.0,1,1,"Sep 14, 1991",79.0,PG-13,1,1,7.06,"Comedy,Drama,Mecha,Sci-Fi",Sn9iZe
3397,Taiho Shichau zo Special,You're Under Arrest: Mini Specials,youre-under-arrest-mini-specials,TV,jp,7c/53/7c533501e803db3bb67ca4a2539a8108/7c533501e803db3bb67ca4a2539a8108.jpg,5.0,5.0,5,1,"Mar 30, 1999",30.0,PG-13,1,1,7.06,"Action,Comedy,Shounen,Police",ZKTRbT
3400,One Piece 3D: Gekisou! Trap Coaster,One Piece 3D: Gekisou! Trap Coaster,one-piece-3d-gekisou-trap-coaster,OVA,jp,f0/a8/f0a890203ee84a3c205d149b6e91a724/f0a890203ee84a3c205d149b6e91a724.jpg,1.0,1.0,0,1,"Dec 1, 2011",12.0,PG-13,1,0,7.05,"Action,Adventure,Comedy,Fantasy,Shounen",l1ulmN
3396,Sore ga Seiyuu!,Seiyu's Life!,seiyus-life,TV,jp,20/2a/202aef7b54ebc1ef15c4d8acc0c5de65/202aef7b54ebc1ef15c4d8acc0c5de65.jpg,13.0,13.0,0,1,"Jul 7, 2015",23.0,PG-13,1,0,7.06,"Comedy,Slice of Life",gF7g8X
3403,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,saenai-heroine-no-sodatekata-ai-to-seishun-no-service-kai,Special,jp,6e/fe/6efe6d0d9dd0b7ed4df1fef29aac5fb0/6efe6d0d9dd0b7ed4df1fef29aac5fb0.jpg,1.0,1.0,0,1,"Jan 9, 2015",23.0,PG-13,1,0,7.05,"Comedy,Ecchi,Romance,Harem",FyfEop
3404,Show By Rock!!,Show By Rock!!,show-by-rock,TV,jp,b1/08/b108c54495d2ad77ae5b3696dd288584/b108c54495d2ad77ae5b3696dd288584.jpg,12.0,12.0,12,1,"Apr 5, 2015",24.0,PG-13,1,1,7.05,"Comedy,Music",cPbwsm
3405,Slow Start,Slow Start,slow-start,TV,jp,82/ba/82ba2e62a67c4ecca320b38b1ec44add/82ba2e62a67c4ecca320b38b1ec44add.jpg,12.0,12.0,0,1,"Jan 7, 2018",23.0,PG-13,1,0,7.05,"Comedy,School,Slice of Life",EVJyKy
3413,Ao no 6-gou,Blue Submarine No. 6,blue-submarine-no-6,OVA,jp,60/8e/608e4c26c09cee42d37c3d8844789341/608e4c26c09cee42d37c3d8844789341.jpg,4.0,4.0,4,1,"Oct 25, 1998",32.0,PG-13,1,1,7.05,"Action,Adventure,Mecha,Sci-Fi,Military",nDo0Zl
3410,Terra Formars,Terra Formars,terra-formars,TV,jp,96/2e/962e8887579c7b6ddc3b100c94fc0c6c/962e8887579c7b6ddc3b100c94fc0c6c.jpg,13.0,13.0,13,1,"Sep 27, 2014",24.0,R,1,1,7.05,"Action,Drama,Horror,Sci-Fi,Space,Seinen",zQL5w1
3411,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.","If it's for My Daughter, I'd Even Defeat a Demon Lord",if-its-for-my-daughter-id-even-defeat-a-demon-lord,TV,jp,a1/77/a1776c83175cd72d9eebf011493881c0/a1776c83175cd72d9eebf011493881c0.jpg,12.0,12.0,12,1,"Jul 4, 2019",23.0,PG-13,1,1,7.05,"Fantasy,Slice of Life",uMgEGP
3412,Wonderful Days,Sky Blue,sky-blue,Movie,jp,59/3d/593d1f8145b60317e45d619facd603b9/593d1f8145b60317e45d619facd603b9.jpg,1.0,1.0,0,1,"Jul 17, 2003",83.0,PG-13,1,0,7.05,"Action,Drama,Romance,Sci-Fi",T3oHu5
3415,Classroom☆Crisis,Classroom☆Crisis,classroomcrisis,TV,jp,ee/5f/ee5f0c86da95a618938bbb719ead52a9/ee5f0c86da95a618938bbb719ead52a9.jpg,13.0,13.0,0,1,"Jul 4, 2015",24.0,PG-13,1,0,7.05,"Drama,Romance,School,Sci-Fi",dQMQof
3418,Doraemon Movie 03: Nobita no Daimakyou,Doraemon Movie 03: Nobita and the Haunts of Evil,doraemon-movie-03-nobita-and-the-haunts-of-evil,Movie,jp,b5/b5/b5b5d25b959cfdea58847ce86596d8e1/b5b5d25b959cfdea58847ce86596d8e1.jpg,1.0,1.0,0,1,"Mar 13, 1982",92.0,PG,1,0,7.04,"Adventure,Fantasy,Kids",vIxtWZ
3419,Elf wo Karu Mono-tachi II,Those Who Hunt Elves II,those-who-hunt-elves-ii,TV,jp,91/ce/91ced8114cc011be9e843f0fff09daa5/91ced8114cc011be9e843f0fff09daa5.jpg,12.0,12.0,12,1,"Oct 2, 1997",24.0,PG-13,1,1,7.05,"Adventure,Comedy,Fantasy",qDXQSM
3421,Hayate no Gotoku! Can't Take My Eyes Off You,Hayate the Combat Butler: Can't Take My Eyes Off You,hayate-the-combat-butler-cant-take-my-eyes-off-you,TV,jp,79/c4/79c40e08ecde8627ee153d7b47aee4c3/79c40e08ecde8627ee153d7b47aee4c3.jpg,12.0,12.0,0,1,"Oct 4, 2012",24.0,PG-13,1,0,7.05,"Comedy,Parody,Shounen,Harem",TadsIu
3424,Kamisama Dolls,Kamisama Dolls,kamisama-dolls,TV,jp,95/3b/953b55c12d6ea9d1696fb4d549bc9567/953b55c12d6ea9d1696fb4d549bc9567.jpg,13.0,13.0,13,1,"Jul 6, 2011",24.0,R,1,1,7.05,"Action,Supernatural,Seinen",0CVhbF
3429,Akazukin Chacha OVA,Akazukin Chacha OVA,akazukin-chacha-ova,OVA,jp,f6/c2/f6c218b50a36f8e39ee5d073c1f910ac/f6c218b50a36f8e39ee5d073c1f910ac.jpg,3.0,3.0,0,1,"Dec 6, 1995",24.0,G,1,0,7.04,"Comedy,Fantasy,Magic",01F2lt
3423,Jarinko Chie,Jarinko Chie,jarinko-chie,Movie,jp,cc/42/cc4233d9573e45e656b5e229b80fd603/cc4233d9573e45e656b5e229b80fd603.jpg,1.0,1.0,0,1,"Apr 11, 1981",109.0,PG-13,1,0,7.05,"Comedy,Drama,Slice of Life,Seinen",qzyLMK
3426,Lost Song,Lost Song,lost-song,TV,jp,b7/cc/b7cc243c4a930a6d7c3d7dfb294cf6e3/b7cc243c4a930a6d7c3d7dfb294cf6e3.jpg,12.0,12.0,12,1,"Apr 8, 2018",23.0,PG-13,1,1,7.05,"Drama,Fantasy",F887PB
3431,Blue Seed,Blue Seed,blue-seed,TV,jp,b1/c2/b1c2b20de7b61459e6a62e1b70e026dc/b1c2b20de7b61459e6a62e1b70e026dc.jpg,26.0,26.0,26,1,"Oct 5, 1994",23.0,PG-13,1,0,7.04,"Action,Adventure,Comedy,Demons,Mystery,Drama,Ecchi,Horror,Romance,Sci-Fi",2ONlg1
3432,Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,My Hero Academia: Make It! Do-or-Die Survival Training,my-hero-academia-make-it-do-or-die-survival-training,ONA,jp,22/f0/22f07a9b643cdd601666c518fd59eec9/22f07a9b643cdd601666c518fd59eec9.jpg,2.0,2.0,2,1,"Aug 16, 2020",23.0,PG-13,1,0,7.04,"Action,Shounen,Super Power",L2NcTM
3434,Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,Crayon Shin-chan Movie 11: Fierceness That Invites Storm! Yakiniku Road of Honor,crayon-shin-chan-movie-11-fierceness-that-invites-storm-yakiniku-road-of-honor,Movie,jp,cf/b4/cfb4f0b1b81df4011cf7d69780ed56b5/cfb4f0b1b81df4011cf7d69780ed56b5.jpg,1.0,1.0,0,1,"Apr 19, 2003",90.0,G,1,0,7.04,"Action,Adventure,Comedy,Seinen",1ex1yn
3439,Feng Yu Zhou,The Wind Guardians,the-wind-guardians,Movie,cn,13/15/1315a74f995b65c2d2e1a7b8fef8919d/1315a74f995b65c2d2e1a7b8fef8919d.jpg,1.0,1.0,0,1,"Aug 3, 2018",105.0,PG-13,1,0,7.03,"Action,Adventure,Comedy,Demons,Drama,Fantasy,Historical,Super Power",VV5sIs
3440,Galaxy Angel,Galaxy Angel,galaxy-angel,TV,jp,0d/ab/0dab76155fe9534caf07ebce1e593d6c/0dab76155fe9534caf07ebce1e593d6c.jpg,26.0,26.0,26,1,"Apr 8, 2001",13.0,PG-13,1,1,7.04,"Comedy,Sci-Fi",GBr8Ui
3443,Hataraki Man,Hataraki Man,hataraki-man,TV,jp,27/98/2798f462e7544c9d795122745a860bd5/2798f462e7544c9d795122745a860bd5.jpg,11.0,11.0,0,1,"Oct 13, 2006",21.0,PG-13,1,0,7.04,"Comedy,Drama,Romance,Slice of Life,Seinen",goSgym
3442,Gravitation,Gravitation,gravitation,TV,jp,12/b0/12b0f89b0f48caff33fed5c7ca80444c/12b0f89b0f48caff33fed5c7ca80444c.jpg,13.0,13.0,13,1,"Oct 4, 2000",22.0,PG-13,1,1,7.04,"Comedy,Music,Romance,Shoujo,Shounen Ai",qh4SiT
3444,HeatGuy J Special,HeatGuy J Special,heatguy-j-special,Special,jp,5a/a3/5aa32202e04d4efd90a6def4b73efde7/5aa32202e04d4efd90a6def4b73efde7.jpg,1.0,1.0,1,1,"Sep 26, 2003",25.0,PG-13,1,1,7.03,"Action,Adventure,Mecha,Sci-Fi,Police",ETSqK8
3446,Jungle no Ouja Taa-chan,Jungle no Ouja Taa-chan,jungle-no-ouja-taa-chan,TV,jp,fb/23/fb2379d1623b8592f691c760520419dc/fb2379d1623b8592f691c760520419dc.jpg,50.0,1.0,0,1,"Oct 14, 1993",24.0,R+,0,0,7.02,"Action,Comedy,Parody",MLjhmb
3447,Kamen no Maid Guy,Kamen no Maid Guy,kamen-no-maid-guy,TV,jp,c5/78/c578d66ea2de1d92820fc5cb651ab689/c578d66ea2de1d92820fc5cb651ab689.jpg,12.0,12.0,0,1,"Apr 6, 2008",25.0,R+,1,0,7.04,"Action,Comedy,Ecchi,Super Power",tqNHO8
3449,Kyoushoku Soukou Guyver II,The Guyver: Bio-Booster Armor,the-guyver-bio-booster-armor,OVA,jp,b5/20/b5209e4aaccf8c6df54ce3361e792623/b5209e4aaccf8c6df54ce3361e792623.jpg,6.0,6.0,0,1,"Oct 24, 1991",25.0,R,1,0,7.04,"Action,Adventure,Drama,Horror,Sci-Fi",yIzlws
3455,Nobunaga no Shinobi: Anegawa Ishiyama-hen,Ninja Girl & Samurai Master: Anegawa and Ishiyama Arc,ninja-girl-samurai-master-anegawa-and-ishiyama-arc,TV,jp,95/64/9564872f1e098257c8bf2a070df29d80/9564872f1e098257c8bf2a070df29d80.jpg,26.0,26.0,0,1,"Apr 7, 2018",3.0,PG,1,0,7.04,"Comedy,Historical",brVCSR
3457,Paulette no Isu,Paulette's Chair,paulettes-chair,ONA,jp,69/6b/696ba2468c298eb072a8db41a5e8f227/696ba2468c298eb072a8db41a5e8f227.jpg,1.0,1.0,0,1,"Mar 21, 2014",3.0,G,1,0,7.04,"Comedy,Kids,Slice of Life",ZWPJCy
3453,Negima!?,Negima!? Magister Negi Magi,negima-magister-negi-magi,TV,jp,e1/20/e120ec18ed62aa967544c3683d64a2a7/e120ec18ed62aa967544c3683d64a2a7.jpg,26.0,26.0,26,1,"Oct 4, 2006",23.0,PG-13,1,1,7.04,"Adventure,Comedy,Ecchi,Fantasy,Magic,Romance,School,Harem,Supernatural",YHq820
3454,Ninkuu,Ninkuu,ninkuu,TV,jp,5e/fc/5efc89821c867ea577b755baebb70397/5efc89821c867ea577b755baebb70397.jpg,55.0,55.0,0,1,"Jan 14, 1995",24.0,PG-13,1,0,7.04,"Adventure,Shounen",3MyftR
3466,Shin Koihime†Musou: Otome Tairan,Shin Koihime†Musou: Otome Tairan,shin-koihimemusou-otome-tairan,TV,jp,ca/dc/cadc19b313c450676f94e8a33e4eee2f/cadc19b313c450676f94e8a33e4eee2f.jpg,12.0,12.0,0,1,"Mar 26, 2010",25.0,R+,1,0,7.04,"Adventure,Comedy,Ecchi,Fantasy,Historical",L3upqO
3464,Red Baron,Red Baron,red-baron,TV,jp,7a/5d/7a5d936c29d9e567322f05618bcda7dd/7a5d936c29d9e567322f05618bcda7dd.jpg,49.0,49.0,0,1,"Apr 5, 1994",24.0,PG-13,1,0,7.05,"Action,Martial Arts,Mecha,Sci-Fi,Shounen,Sports",Mgso7J
3465,Sakura Trick,Sakura Trick,sakura-trick,TV,jp,b8/c3/b8c3a1755e8b8df58baad2ce85982434/b8c3a1755e8b8df58baad2ce85982434.jpg,12.0,12.0,0,1,"Jan 10, 2014",24.0,PG-13,1,0,7.03,"Comedy,Romance,School,Shoujo Ai,Slice of Life,Seinen",iL5AdV
3471,Ze Tian Ji 2nd Season,Ze Tian Ji 2nd Season,ze-tian-ji-2nd-season,ONA,cn,4e/3e/4e3e2e27e4cf2c933173656e2486ae68/4e3e2e27e4cf2c933173656e2486ae68.jpg,12.0,12.0,0,1,"Jul 20, 2016",20.0,PG-13,1,0,7.04,"Action,Adventure,Fantasy",Zvz3n7
3472,Pokemon Movie 12: Arceus Choukoku no Jikuu e,Pokemon The Movie 12: Arceus and the Jewel of Life,pokemon-the-movie-12-arceus-and-the-jewel-of-life,Movie,jp,23/1c/231c0b17a35450733115901c45f8a2a5/231c0b17a35450733115901c45f8a2a5.jpg,1.0,1.0,1,1,"Jul 18, 2009",94.0,PG,1,1,7.03,"Action,Adventure,Comedy,Drama,Fantasy,Kids",ZAmpKe
3475,Senki Zesshou Symphogear,Symphogear,symphogear,TV,jp,a3/86/a386daf18d1e60df338195620e7931b4/a386daf18d1e60df338195620e7931b4.jpg,13.0,13.0,0,1,"Jan 6, 2012",23.0,PG-13,1,0,7.03,"Action,Music,Sci-Fi",uy97F2
3478,Suna no Wakusei feat. Hatsune Miku,DUNE feat. Hatsune Miku,dune-feat-hatsune-miku,Music,jp,fc/f9/fcf9f7691df9483fe571782092ae2d78/fcf9f7691df9483fe571782092ae2d78.png,1.0,1.0,0,1,"Jul 21, 2017",3.0,G,1,0,7.04,Music,xN4yqT
3482,Wangu Xian Qiong,Everlasting Immortal Firmament,everlasting-immortal-firmament,ONA,cn,d7/fa/d7faa7619b55154142b05e85b4ae497a/d7faa7619b55154142b05e85b4ae497a.jpg,12.0,12.0,0,1,"May 18, 2017",15.0,PG-13,1,0,7.03,"Adventure,Comedy,Fantasy",2uNWRf
3476,Show By Rock!! #,Show By Rock!! #,show-by-rock,TV,jp,42/a2/42a2356724350a8ce45fed7dde6f60e7/42a2356724350a8ce45fed7dde6f60e7.jpg,12.0,12.0,12,1,"Oct 2, 2016",23.0,PG-13,1,1,7.03,"Comedy,Music",ykCoiW
3479,Thermae Romae,Thermae Romae,thermae-romae,TV,jp,0a/e0/0ae09d10765b0312d99703f95f807cbd/0ae09d10765b0312d99703f95f807cbd.jpg,6.0,6.0,6,1,"Jan 13, 2012",24.0,PG-13,1,1,7.03,"Comedy,Historical,Seinen",Kzog7a
3480,Tsurikichi Sanpei,Sanpei the Fisherman,sanpei-the-fisherman,TV,jp,6c/df/6cdfcd51821772c3cfc9d1c1522e66ea/6cdfcd51821772c3cfc9d1c1522e66ea.jpg,109.0,109.0,0,1,"Apr 7, 1980",24.0,G,1,0,7.02,"Adventure,Sports",YJgphe
3481,UQ Holder!: Mahou Sensei Negima! 2,UQ Holder!,uq-holder,TV,jp,d6/7e/d67ef550af8838191b00f607c270081c/d67ef550af8838191b00f607c270081c.jpg,12.0,12.0,12,1,"Oct 3, 2017",23.0,PG-13,1,1,7.03,"Action,Fantasy,Magic,Sci-Fi,Shounen",151xsZ
3485,Ze Tian Ji 4th Season,Ze Tian Ji 4th Season,ze-tian-ji-4th-season,ONA,cn,2d/66/2d66781a9a2cfc12e194959a36c7c635/2d66781a9a2cfc12e194959a36c7c635.jpg,12.0,12.0,0,1,"Aug 22, 2018",20.0,PG-13,1,0,7.04,"Action,Adventure,Fantasy",cjNgzp
3486,Air Master,Air Master,air-master,TV,jp,86/01/86019217f47f0835c0ffc88bf308deed/86019217f47f0835c0ffc88bf308deed.jpg,27.0,27.0,0,1,"Apr 2, 2003",24.0,R,1,0,7.03,"Action,Comedy,Martial Arts,Seinen",nsQUR7
3487,Aishen Qiaokeli-ing...,Aishen Qiaokeli-ing...,aishen-qiaokeli-ing,ONA,cn,ec/09/ec0961f2f85bb70ae00a1a00a0e212be/ec0961f2f85bb70ae00a1a00a0e212be.jpg,15.0,15.0,0,1,"Dec 2, 2015",14.0,PG-13,1,0,7.03,"Comedy,Romance,School,Harem",HLlFLp
3488,Aki no Kanade,Aki no Kanade,aki-no-kanade,Movie,jp,b7/53/b75301e503a4c306dc5cc9e148e9ae3e/b75301e503a4c306dc5cc9e148e9ae3e.jpg,1.0,1.0,0,1,"Mar 22, 2015",25.0,PG-13,1,0,7.03,"Music,School,Slice of Life",UsqL2m
3489,Area 88 (TV),Area 88 (TV),area-88-tv,TV,jp,0a/2e/0a2ea6ff861e3e0eacd8ebe06050f785/0a2ea6ff861e3e0eacd8ebe06050f785.jpg,12.0,12.0,12,1,"Jan 9, 2004",25.0,PG-13,1,1,7.03,"Action,Drama,Romance,Shounen,Military",eewPBl
